设备号,点播日期,二级目录,影片名称,观看开始时间,观看结束时间,用户号,名称关键字,观看时间,制片,语言,片长,类型
10553,20170731,精彩点,超时空男臣(07),2017-07-31 21:21:40,2017-07-31 22:05:08,10794,超时空男臣,43.46666666666667,香港,粤语,45,喜剧
10732,20170731,精彩点,07月25日 小猪佩奇(高清),2017-07-31 21:22:15,2017-07-31 21:45:14,11041,小猪佩奇,5.0,英国,英语,5,剧情 / 动画 / 家庭 / 儿童
10290,20170731,热点专题,怪兽大学(高清)(毛怪大眼仔重返校园),2017-07-31 21:27:29,2017-07-31 22:48:33,11087,怪兽大学,81.06666666666666,美国,英语,104,喜剧 / 动画 / 冒险
11168,20170731,精彩点,07月29日 挑战者联盟 第三季：范冰冰与韩庚贴身热舞(高清),2017-07-31 21:30:25,2017-07-31 21:40:06,10993,挑战者联盟 第三季,9.683333333333334,大陆,国语,90,真人秀
11076,20170731,精彩点,07月16日 我们相爱吧之爱有天意：无尾熊CP吃烛光晚餐(高清),2017-07-31 21:32:00,2017-07-31 21:57:56,10687,我们相爱吧之爱有天意,25.93333333333333,大陆,国语,80,真人秀
10013,20170731,精彩点,大军师司马懿之军师联盟(19)(高清),2017-07-31 21:33:31,2017-07-31 21:50:55,11075,大军师司马懿之军师联盟,17.4,大陆,国语,45,剧情 / 爱情 / 战争 / 古装
10376,20170731,精彩点,轩辕剑之天之痕(05)(高清),2017-07-31 21:34:11,2017-07-31 22:19:11,10316,轩辕剑之天之痕,45.0,大陆,国语,45,动作 / 爱情 / 奇幻 / 古装
11217,20170731,精彩点,大军师司马懿之军师联盟(37)(高清),2017-07-31 21:37:03,2017-07-31 22:20:19,10971,大军师司马懿之军师联盟,43.26666666666667,大陆,国语,45,剧情 / 爱情 / 战争 / 古装
10255,20170731,精彩点,大军师司马懿之军师联盟(30)(高清),2017-07-31 21:43:03,2017-07-31 22:30:01,11037,大军师司马懿之军师联盟,45.0,大陆,国语,45,剧情 / 爱情 / 战争 / 古装
10013,20170731,精彩点,大军师司马懿之军师联盟(20)(高清),2017-07-31 21:50:54,2017-07-31 22:34:52,11075,大军师司马懿之军师联盟,43.96666666666667,大陆,国语,45,剧情 / 爱情 / 战争 / 古装
11232,20170731,精彩点,07月28日 中国新歌声 第二季：周董自曝撩妹套路(高清),2017-07-31 21:53:32,2017-07-31 23:54:27,11291,中国新歌声 第二季,100.0,大陆,国语,100,音乐 / 真人秀
10411,20170731,精彩点,超时空男臣(02),2017-07-31 21:56:25,2017-07-31 22:38:00,11156,超时空男臣,41.58333333333334,香港,粤语,45,喜剧
11076,20170731,精彩点,07月23日 我们相爱吧之爱有天意：史上最清奇约会！(高清),2017-07-31 21:57:55,2017-07-31 22:25:22,10687,我们相爱吧之爱有天意,27.45,大陆,国语,80,真人秀
10276,20170731,精彩点,超时空男臣(06),2017-07-31 22:01:46,2017-07-31 22:41:28,10661,超时空男臣,39.7,香港,粤语,45,喜剧
10254,20170731,精彩点,反恐特战队之猎影(26)(高清),2017-07-31 22:02:01,2017-07-31 22:39:07,10388,反恐特战队之猎影,37.1,大陆,国语,45,剧情
10501,20170731,精彩点,07月29日 小猪佩奇(高清),2017-07-31 22:07:45,2017-07-31 22:32:03,11084,小猪佩奇,5.0,英国,英语,5,剧情 / 动画 / 家庭 / 儿童
10313,20170731,精彩点,绝密543(04)(高清),2017-07-31 22:16:14,2017-07-31 22:52:55,10076,绝密543,36.68333333333333,大陆,国语,45,剧情
11085,20170731,精彩点,07月14日 中国新歌声 第二季：杰伦Eason对唱(高清),2017-07-31 22:17:23,2017-07-31 23:52:23,10288,中国新歌声 第二季,95.0,大陆,国语,100,音乐 / 真人秀
10376,20170731,精彩点,轩辕剑之天之痕(06)(高清),2017-07-31 22:19:10,2017-07-31 22:31:58,10316,轩辕剑之天之痕,12.8,大陆,国语,45,动作 / 爱情 / 奇幻 / 古装
10442,20170731,精彩点,少林问道(33)(高清),2017-07-31 22:24:50,2017-07-31 22:46:27,10887,少林问道,21.61666666666667,大陆,国语,45,剧情 / 古装
10376,20170731,精彩点,轩辕剑之天之痕(07)(高清),2017-07-31 22:31:56,2017-07-31 22:48:50,10316,轩辕剑之天之痕,16.9,大陆,国语,45,动作 / 爱情 / 奇幻 / 古装
10501,20170731,精彩点,07月28日 小猪佩奇(高清),2017-07-31 22:32:09,2017-07-31 23:09:52,11084,小猪佩奇,5.0,英国,英语,5,剧情 / 动画 / 家庭 / 儿童
10992,20170731,精彩点,反恐特战队之猎影(29)(高清),2017-07-31 22:36:02,2017-07-31 22:55:28,10204,反恐特战队之猎影,19.43333333333333,大陆,国语,45,剧情
10411,20170731,精彩点,超时空男臣(03),2017-07-31 22:37:59,2017-07-31 22:43:30,11156,超时空男臣,5.516666666666667,香港,粤语,45,喜剧
10254,20170731,精彩点,反恐特战队之猎影(27)(高清),2017-07-31 22:39:13,2017-07-31 23:22:52,10388,反恐特战队之猎影,43.65,大陆,国语,45,剧情
10276,20170731,精彩点,超时空男臣(07),2017-07-31 22:41:27,2017-07-31 23:23:06,10661,超时空男臣,41.65,香港,粤语,45,喜剧
10411,20170731,精彩点,超时空男臣(01),2017-07-31 22:43:41,2017-07-31 23:02:33,11156,超时空男臣,18.86666666666667,香港,粤语,45,喜剧
10442,20170801,精彩点,少林问道(34)(高清),2017-07-31 22:46:25,2017-08-01 00:06:59,10887,少林问道,45.0,大陆,国语,45,剧情 / 古装
10376,20170731,精彩点,轩辕剑之天之痕(08)(高清),2017-07-31 22:48:49,2017-07-31 22:56:04,10316,轩辕剑之天之痕,7.25,大陆,国语,45,动作 / 爱情 / 奇幻 / 古装
10376,20170731,精彩点,轩辕剑之天之痕(09)(高清),2017-07-31 22:56:02,2017-07-31 23:03:47,10316,轩辕剑之天之痕,7.75,大陆,国语,45,动作 / 爱情 / 奇幻 / 古装
10058,20170731,少儿乐园,巧虎来啦(15),2017-07-31 23:00:07,2017-07-31 23:21:47,10138,巧虎来啦,20.0,大陆,国语,20,动画
10411,20170731,精彩点,超时空男臣(03),2017-07-31 23:02:32,2017-07-31 23:38:15,11156,超时空男臣,35.71666666666667,香港,粤语,45,喜剧
10376,20170731,精彩点,轩辕剑之天之痕(10)(高清),2017-07-31 23:03:46,2017-07-31 23:22:06,10316,轩辕剑之天之痕,18.33333333333333,大陆,国语,45,动作 / 爱情 / 奇幻 / 古装
10376,20170731,精彩点,轩辕剑之天之痕(11)(高清),2017-07-31 23:22:04,2017-07-31 23:31:47,10316,轩辕剑之天之痕,9.716666666666667,大陆,国语,45,动作 / 爱情 / 奇幻 / 古装
10202,20170731,精彩点,07月28日 中国新歌声 第二季：周董自曝撩妹套路(高清),2017-07-31 23:27:17,2017-07-31 23:44:40,10246,中国新歌声 第二季,17.38333333333333,大陆,国语,100,音乐 / 真人秀
10376,20170731,精彩点,轩辕剑之天之痕(12)(高清),2017-07-31 23:31:46,2017-07-31 23:42:51,10316,轩辕剑之天之痕,11.08333333333333,大陆,国语,45,动作 / 爱情 / 奇幻 / 古装
10411,20170801,精彩点,超时空男臣(04),2017-07-31 23:38:14,2017-08-01 00:23:19,11156,超时空男臣,45.0,香港,粤语,45,喜剧
10376,20170731,精彩点,轩辕剑之天之痕(14)(高清),2017-07-31 23:50:22,2017-07-31 23:56:23,10316,轩辕剑之天之痕,6.016666666666667,大陆,国语,45,动作 / 爱情 / 奇幻 / 古装
11232,20170801,精彩点,07月29日 快乐大本营：TFBOYS献唱快本最新主题曲(高清),2017-07-31 23:54:51,2017-08-01 01:41:21,11291,快乐大本营,90.0,大陆,国语,90,脱口秀
10376,20170801,精彩点,轩辕剑之天之痕(15)(高清),2017-07-31 23:56:21,2017-08-01 00:19:19,10316,轩辕剑之天之痕,22.96666666666667,大陆,国语,45,动作 / 爱情 / 奇幻 / 古装
10759,20170801,精彩点,楚乔传(65)(高清),2017-08-01 00:02:27,2017-08-01 00:43:12,11096,楚乔传,40.75,大陆,国语,45,剧情 / 爱情 / 古装
10376,20170801,精彩点,轩辕剑之天之痕(16)(高清),2017-08-01 00:19:18,2017-08-01 00:34:53,10316,轩辕剑之天之痕,15.58333333333333,大陆,国语,45,动作 / 爱情 / 奇幻 / 古装
10540,20170801,精彩点,阿爷厨房2(03),2017-08-01 00:22:16,2017-08-01 00:42:39,10939,阿爷厨房2,20.38333333333333,香港,粤语,21,真人秀
10376,20170801,精彩点,轩辕剑之天之痕(17)(高清),2017-08-01 00:34:59,2017-08-01 00:40:13,10316,轩辕剑之天之痕,5.233333333333333,大陆,国语,45,动作 / 爱情 / 奇幻 / 古装
10376,20170801,精彩点,轩辕剑之天之痕(17)(高清),2017-08-01 00:40:12,2017-08-01 00:54:34,10316,轩辕剑之天之痕,14.36666666666667,大陆,国语,45,动作 / 爱情 / 奇幻 / 古装
10540,20170801,精彩点,阿爷厨房2(04),2017-08-01 00:42:38,2017-08-01 01:02:56,10939,阿爷厨房2,20.3,香港,粤语,21,真人秀
10759,20170801,精彩点,我们的少年时代(36)(高清),2017-08-01 00:44:12,2017-08-01 01:16:01,11096,我们的少年时代,31.81666666666667,大陆,国语,55,剧情 / 运动
10376,20170801,精彩点,轩辕剑之天之痕(19)(高清),2017-08-01 00:58:48,2017-08-01 01:07:03,10316,轩辕剑之天之痕,8.25,大陆,国语,45,动作 / 爱情 / 奇幻 / 古装
10540,20170801,精彩点,阿爷厨房2(05),2017-08-01 01:02:55,2017-08-01 01:23:46,10939,阿爷厨房2,20.85,香港,粤语,21,真人秀
10376,20170801,精彩点,轩辕剑之天之痕(20)(高清),2017-08-01 01:07:01,2017-08-01 01:20:10,10316,轩辕剑之天之痕,13.15,大陆,国语,45,动作 / 爱情 / 奇幻 / 古装
10376,20170801,精彩点,轩辕剑之天之痕(21)(高清),2017-08-01 01:20:16,2017-08-01 01:32:08,10316,轩辕剑之天之痕,11.86666666666667,大陆,国语,45,动作 / 爱情 / 奇幻 / 古装
10540,20170801,精彩点,流氓皇帝(02),2017-08-01 01:23:44,2017-08-01 02:06:26,10939,流氓皇帝,40.0,香港,粤语,40,剧情
10376,20170801,精彩点,轩辕剑之天之痕(22)(高清),2017-08-01 01:32:12,2017-08-01 01:40:52,10316,轩辕剑之天之痕,8.666666666666666,大陆,国语,45,动作 / 爱情 / 奇幻 / 古装
10376,20170801,精彩点,轩辕剑之天之痕(23)(高清),2017-08-01 01:40:51,2017-08-01 02:04:39,10316,轩辕剑之天之痕,23.8,大陆,国语,45,动作 / 爱情 / 奇幻 / 古装
10540,20170801,精彩点,流氓皇帝(03),2017-08-01 02:06:25,2017-08-01 02:48:39,10939,流氓皇帝,40.0,香港,粤语,40,剧情
10376,20170801,精彩点,轩辕剑之天之痕(24)(高清),2017-08-01 02:08:05,2017-08-01 02:16:50,10316,轩辕剑之天之痕,8.75,大陆,国语,45,动作 / 爱情 / 奇幻 / 古装
10376,20170801,精彩点,轩辕剑之天之痕(25)(高清),2017-08-01 02:16:48,2017-08-01 02:33:40,10316,轩辕剑之天之痕,16.86666666666667,大陆,国语,45,动作 / 爱情 / 奇幻 / 古装
10566,20170801,精彩点,大军师司马懿之军师联盟(29)(高清),2017-08-01 06:46:53,2017-08-01 07:29:59,10954,大军师司马懿之军师联盟,43.1,大陆,国语,45,剧情 / 爱情 / 战争 / 古装
11203,20170801,精彩点,浪花一朵朵(01)(高清),2017-08-01 06:56:00,2017-08-01 07:04:39,11266,浪花一朵朵,8.65,大陆,国语,45,剧情 / 爱情
10566,20170801,精彩点,大军师司马懿之军师联盟(30)(高清),2017-08-01 07:30:09,2017-08-01 07:57:32,10954,大军师司马懿之军师联盟,27.38333333333333,大陆,国语,45,剧情 / 爱情 / 战争 / 古装
10401,20170801,精彩点,赌城群英会(30)(高清),2017-08-01 08:00:06,2017-08-01 08:38:39,10990,赌城群英会,38.55,香港,粤语 / 国语,40,剧情 / 动作 / 爱情 / 悬疑 / 犯罪
10545,20170801,热点专题,冰河世纪4：大陆漂移(高清),2017-08-01 08:36:24,2017-08-01 08:48:19,11043,冰河世纪4,11.91666666666667,美国,英语,88,喜剧 / 动画 / 冒险
10545,20170801,热点专题,冰河世纪4(高清)(三贱客的奇幻漂流),2017-08-01 08:36:24,2017-08-01 08:48:19,11043,冰河世纪4,11.91666666666667,美国,英语,88,喜剧 / 动画 / 冒险
10408,20170801,精彩点,我的一九九七(31)(高清),2017-08-01 08:48:04,2017-08-01 08:52:53,10389,我的一九九七,4.816666666666666,大陆,国语,45,剧情
10408,20170801,精彩点,我的一九九七(32)(高清),2017-08-01 08:53:30,2017-08-01 10:54:24,10389,我的一九九七,45.0,大陆,国语,45,剧情
10732,20170801,精彩点,07月28日 小猪佩奇(高清),2017-08-01 08:53:55,2017-08-01 09:14:33,11041,小猪佩奇,5.0,英国,英语,5,剧情 / 动画 / 家庭 / 儿童
10233,20170801,精彩点,少林问道(30)(高清),2017-08-01 09:07:44,2017-08-01 09:50:43,10778,少林问道,42.98333333333333,大陆,国语,45,剧情 / 古装
10058,20170801,少儿乐园,巧虎来啦(14),2017-08-01 09:09:59,2017-08-01 09:34:23,10138,巧虎来啦,20.0,大陆,国语,20,动画
10545,20170801,热点专题,冰河世纪2(高清)(呆萌吃货变破冰英雄),2017-08-01 09:23:53,2017-08-01 10:05:55,11043,冰河世纪2,42.03333333333333,美国,英语 / 克罗地亚语,81,喜剧 / 动画 / 冒险
10545,20170801,热点专题,冰河世纪2：消融(高清),2017-08-01 09:23:53,2017-08-01 10:05:55,11043,冰河世纪2,42.03333333333333,美国,英语 / 克罗地亚语,81,喜剧 / 动画 / 冒险
10992,20170801,精彩点,赌城群英会(30)(高清),2017-08-01 09:30:34,2017-08-01 10:08:31,10204,赌城群英会,37.95,香港,粤语 / 国语,40,剧情 / 动作 / 爱情 / 悬疑 / 犯罪
10759,20170801,精彩点,我们的少年时代(37)(高清),2017-08-01 09:40:30,2017-08-01 10:12:16,11096,我们的少年时代,31.76666666666667,大陆,国语,55,剧情 / 运动
10781,20170801,精彩点,07月30日 极限挑战 第三季：孙红雷脸基尼抢镜(高清),2017-08-01 09:45:09,2017-08-01 09:57:06,10944,极限挑战 第三季,11.95,大陆,国语,90,真人秀
10233,20170801,精彩点,少林问道(31)(高清),2017-08-01 09:50:41,2017-08-01 10:23:20,10778,少林问道,32.65,大陆,国语,45,剧情 / 古装
11199,20170801,精彩点,奔跑吧兄弟 第二季(03)(高清),2017-08-01 09:52:48,2017-08-01 11:24:58,10174,奔跑吧兄弟 第二季,90.0,大陆,国语,90,真人秀
10255,20170801,精彩点,八方传奇(01)(高清),2017-08-01 09:54:52,2017-08-01 10:38:05,11037,八方传奇,43.21666666666667,大陆,国语,45,剧情
10553,20170801,精彩点,赌城群英会(24),2017-08-01 10:05:00,2017-08-01 10:48:45,10794,赌城群英会,40.0,香港,粤语 / 国语,40,剧情 / 动作 / 爱情 / 悬疑 / 犯罪
10037,20170801,精彩点,我们的少年时代(30)(高清),2017-08-01 10:05:45,2017-08-01 10:46:05,10811,我们的少年时代,40.33333333333334,大陆,国语,55,剧情 / 运动
10313,20170801,热点专题,还珠格格 第二部(01)(高清),2017-08-01 10:08:38,2017-08-01 10:57:07,10076,还珠格格 第二部,45.0,大陆 / 香港,国语,45,剧情 / 爱情
10992,20170801,精彩点,06月15日 今晚80后脱口秀：你变了(高清),2017-08-01 10:10:39,2017-08-01 10:53:30,10204,今晚80后脱口秀,35.0,大陆,国语 / 英语 / 韩语 / 上海话 / 日语 / 四川话 / 河南话 / 粤语 / 法语 / 东北话 / 西班牙语 / 泰语,35,脱口秀
10545,20170801,精彩点,舌尖上的中国Ⅱ·脚步(高清),2017-08-01 10:19:40,2017-08-01 11:25:40,11043,舌尖上的中国Ⅱ·脚步,50.0,大陆,国语,50,纪录片
10627,20170801,精彩点,我的前半生(06)(高清),2017-08-01 10:27:50,2017-08-01 11:16:51,11138,我的前半生,45.0,大陆,国语,45,剧情 / 家庭
10255,20170801,精彩点,八方传奇(02)(高清),2017-08-01 10:38:04,2017-08-01 11:14:54,11037,八方传奇,36.83333333333334,大陆,国语,45,剧情
10553,20170801,精彩点,赌城群英会(25),2017-08-01 10:48:43,2017-08-01 10:52:56,10794,赌城群英会,4.216666666666667,香港,粤语 / 国语,40,剧情 / 动作 / 爱情 / 悬疑 / 犯罪
10037,20170801,精彩点,我们的少年时代(31)(高清),2017-08-01 10:49:38,2017-08-01 11:35:25,10811,我们的少年时代,45.78333333333333,大陆,国语,55,剧情 / 运动
10992,20170801,精彩点,06月22日 今晚80后脱口秀：我乐意(高清),2017-08-01 10:53:36,2017-08-01 11:16:58,10204,今晚80后脱口秀,23.36666666666667,大陆,国语 / 英语 / 韩语 / 上海话 / 日语 / 四川话 / 河南话 / 粤语 / 法语 / 东北话 / 西班牙语 / 泰语,35,脱口秀
10408,20170801,精彩点,绝密543(01)(高清),2017-08-01 10:54:24,2017-08-01 11:50:45,10389,绝密543,45.0,大陆,国语,45,剧情
10313,20170801,热点专题,还珠格格 第二部(01)(高清),2017-08-01 10:57:05,2017-08-01 11:45:30,10076,还珠格格 第二部,45.0,大陆 / 香港,国语,45,剧情 / 爱情
11240,20170801,精彩点,反恐特战队之猎影(07)(高清),2017-08-01 11:13:09,2017-08-01 11:54:03,10801,反恐特战队之猎影,40.9,大陆,国语,45,剧情
11130,20170801,精彩点,我的前半生(01)(高清),2017-08-01 11:13:44,2017-08-01 11:56:49,10774,我的前半生,43.08333333333334,大陆,国语,45,剧情 / 家庭
10792,20170801,精彩点,建国大业(高清)(红色三部曲之一，豪华群星助阵),2017-08-01 11:13:55,2017-08-01 13:32:44,10827,建国大业,138.0,大陆 / 香港,国语 / 英语 / 粤语,138,剧情 / 历史
10255,20170801,精彩点,八方传奇(03)(高清),2017-08-01 11:15:02,2017-08-01 11:51:22,11037,八方传奇,36.33333333333334,大陆,国语,45,剧情
10627,20170801,精彩点,我的前半生(07)(高清),2017-08-01 11:16:50,2017-08-01 11:35:59,11138,我的前半生,19.15,大陆,国语,45,剧情 / 家庭
10992,20170801,精彩点,07月30日 极限挑战 第三季：孙红雷脸基尼抢镜(高清),2017-08-01 11:16:57,2017-08-01 12:43:47,10204,极限挑战 第三季,86.83333333333333,大陆,国语,90,真人秀
10746,20170801,精彩点,少林问道(29)(高清),2017-08-01 11:17:08,2017-08-01 12:01:01,10931,少林问道,43.88333333333333,大陆,国语,45,剧情 / 古装
10036,20170801,精彩点,我的前半生(27)(高清),2017-08-01 11:28:59,2017-08-01 11:37:37,10750,我的前半生,8.633333333333333,大陆,国语,45,剧情 / 家庭
10037,20170801,精彩点,我们的少年时代(32)(高清),2017-08-01 11:35:23,2017-08-01 12:19:55,10811,我们的少年时代,44.53333333333333,大陆,国语,55,剧情 / 运动
10627,20170801,精彩点,我的前半生(07)(高清),2017-08-01 11:35:58,2017-08-01 11:50:09,11138,我的前半生,14.18333333333333,大陆,国语,45,剧情 / 家庭
10036,20170801,精彩点,我的前半生(28)(高清),2017-08-01 11:37:48,2017-08-01 12:20:32,10750,我的前半生,42.73333333333333,大陆,国语,45,剧情 / 家庭
10313,20170801,热点专题,还珠格格 第二部(01)(高清),2017-08-01 11:45:29,2017-08-01 12:33:53,10076,还珠格格 第二部,45.0,大陆 / 香港,国语,45,剧情 / 爱情
10627,20170801,精彩点,我的前半生(07)(高清),2017-08-01 11:50:08,2017-08-01 12:09:28,11138,我的前半生,19.33333333333333,大陆,国语,45,剧情 / 家庭
10255,20170801,精彩点,八方传奇(04)(高清),2017-08-01 11:51:20,2017-08-01 12:32:32,11037,八方传奇,41.2,大陆,国语,45,剧情
11240,20170801,精彩点,反恐特战队之猎影(08)(高清),2017-08-01 11:54:02,2017-08-01 12:37:10,10801,反恐特战队之猎影,43.13333333333333,大陆,国语,45,剧情
10779,20170801,热点专题,忠烈杨家将(高清)(至型四郎李晨，斗帅又斗心),2017-08-01 11:56:11,2017-08-01 12:25:21,10696,忠烈杨家将,29.16666666666667,大陆 / 香港,国语 / 粤语,103,战争 / 古装
10779,20170801,热点专题,忠烈杨家将(高清),2017-08-01 11:56:11,2017-08-01 12:25:21,10696,忠烈杨家将,29.16666666666667,大陆 / 香港,国语 / 粤语,103,战争 / 古装
11130,20170801,精彩点,我的前半生(02)(高清),2017-08-01 11:58:10,2017-08-01 12:40:13,10774,我的前半生,42.05,大陆,国语,45,剧情 / 家庭
10746,20170801,精彩点,少林问道(30)(高清),2017-08-01 12:01:00,2017-08-01 12:46:02,10931,少林问道,45.0,大陆,国语,45,剧情 / 古装
10627,20170801,精彩点,我的前半生(08)(高清),2017-08-01 12:11:18,2017-08-01 12:56:04,11138,我的前半生,44.76666666666667,大陆,国语,45,剧情 / 家庭
10233,20170801,精彩点,少林问道(35)(高清),2017-08-01 12:12:29,2017-08-01 12:54:21,10778,少林问道,41.86666666666667,大陆,国语,45,剧情 / 古装
11219,20170801,动漫剧场,蜡笔小新 第五季(01)(高清),2017-08-01 12:15:49,2017-08-01 12:20:09,10936,蜡笔小新 第五季,4.333333333333333,日本,日语,25,喜剧 / 动画 / 家庭
10037,20170801,精彩点,我们的少年时代(33)(高清),2017-08-01 12:19:54,2017-08-01 12:46:15,10811,我们的少年时代,26.35,大陆,国语,55,剧情 / 运动
11219,20170801,动漫剧场,蜡笔小新 第五季(01)(高清),2017-08-01 12:20:09,2017-08-01 12:29:29,10936,蜡笔小新 第五季,9.333333333333334,日本,日语,25,喜剧 / 动画 / 家庭
10036,20170801,精彩点,我的前半生(29)(高清),2017-08-01 12:20:30,2017-08-01 13:03:58,10750,我的前半生,43.46666666666667,大陆,国语,45,剧情 / 家庭
10779,20170801,精彩点,07月18日 乐高城市组(高清),2017-08-01 12:25:20,2017-08-01 12:49:30,10696,乐高城市组,5.0,美国,国语,5,动画 / 剧情
11219,20170801,动漫剧场,蜡笔小新 第五季(01)(高清),2017-08-01 12:29:28,2017-08-01 12:38:48,10936,蜡笔小新 第五季,9.333333333333334,日本,日语,25,喜剧 / 动画 / 家庭
10255,20170801,精彩点,八方传奇(05)(高清),2017-08-01 12:32:31,2017-08-01 13:18:33,11037,八方传奇,45.0,大陆,国语,45,剧情
10313,20170801,热点专题,还珠格格 第二部(01)(高清),2017-08-01 12:33:52,2017-08-01 13:03:44,10076,还珠格格 第二部,29.86666666666667,大陆 / 香港,国语,45,剧情 / 爱情
10242,20170801,精彩点,我的前半生(40)(高清),2017-08-01 12:36:36,2017-08-01 13:03:44,10868,我的前半生,27.13333333333333,大陆,国语,45,剧情 / 家庭
11250,20170801,精彩点,楚乔传(65)(高清),2017-08-01 12:37:05,2017-08-01 12:57:46,11292,楚乔传,20.68333333333333,大陆,国语,45,剧情 / 爱情 / 古装
11240,20170801,精彩点,反恐特战队之猎影(09)(高清),2017-08-01 12:37:09,2017-08-01 13:18:14,10801,反恐特战队之猎影,41.08333333333334,大陆,国语,45,剧情
11219,20170801,动漫剧场,蜡笔小新 第五季(01)(高清),2017-08-01 12:38:47,2017-08-01 12:48:07,10936,蜡笔小新 第五季,9.333333333333334,日本,日语,25,喜剧 / 动画 / 家庭
10290,20170801,精彩点,超时空男臣(04),2017-08-01 12:41:50,2017-08-01 12:49:32,11087,超时空男臣,7.7,香港,粤语,45,喜剧
10992,20170801,精彩点,火星情报局 第二季(12)(高清),2017-08-01 12:45:02,2017-08-01 13:37:41,10204,火星情报局 第二季,52.65,大陆,国语,55,脱口秀
10774,20170801,精彩点,07月28日 中国新歌声 第二季：周董自曝撩妹套路(高清),2017-08-01 12:45:48,2017-08-01 14:29:40,10805,中国新歌声 第二季,100.0,大陆,国语,100,音乐 / 真人秀
11219,20170801,动漫剧场,蜡笔小新 第五季(01)(高清),2017-08-01 12:48:06,2017-08-01 12:52:37,10936,蜡笔小新 第五季,4.516666666666667,日本,日语,25,喜剧 / 动画 / 家庭
11232,20170801,精彩点,07月30日 我们相爱吧之爱有天意：潘玮柏单膝跪地表白(高清),2017-08-01 12:48:55,2017-08-01 14:15:28,11291,我们相爱吧之爱有天意,80.0,大陆,国语,80,真人秀
10290,20170801,精彩点,超时空男臣(04),2017-08-01 12:49:31,2017-08-01 13:29:49,11087,超时空男臣,40.3,香港,粤语,45,喜剧
10779,20170801,精彩点,07月17日 乐高城市组(高清),2017-08-01 12:49:35,2017-08-01 13:13:40,10696,乐高城市组,5.0,美国,国语,5,动画 / 剧情
11219,20170801,动漫剧场,辛普森一家 第28季(01)(高清),2017-08-01 12:55:28,2017-08-01 13:16:31,10936,辛普森一家 第28季,21.05,美国,英语,30,喜剧 / 动画
10627,20170801,精彩点,我的前半生(09)(高清),2017-08-01 12:56:03,2017-08-01 13:37:12,11138,我的前半生,41.15,大陆,国语,45,剧情 / 家庭
10036,20170801,精彩点,我的前半生(29)(高清),2017-08-01 13:04:05,2017-08-01 13:45:33,10750,我的前半生,41.46666666666667,大陆,国语,45,剧情 / 家庭
10313,20170801,精彩点,绝密543(05)(高清),2017-08-01 13:05:17,2017-08-01 13:22:45,10076,绝密543,17.46666666666667,大陆,国语,45,剧情
10779,20170801,精彩点,07月17日 乐高城市组(高清),2017-08-01 13:13:38,2017-08-01 13:20:10,10696,乐高城市组,5.0,美国,国语,5,动画 / 剧情
11219,20170801,动漫剧场,辛普森一家 第28季(01)(高清),2017-08-01 13:16:30,2017-08-01 13:37:33,10936,辛普森一家 第28季,21.05,美国,英语,30,喜剧 / 动画
10502,20170801,动漫剧场,十万个冷笑话 第三季(01)(高清),2017-08-01 13:17:01,2017-08-01 13:24:18,10207,十万个冷笑话 第三季,7.0,大陆,国语,7,喜剧 / 动画 / 奇幻
10255,20170801,精彩点,八方传奇(06)(高清),2017-08-01 13:18:31,2017-08-01 13:50:12,11037,八方传奇,31.68333333333333,大陆,国语,45,剧情
10779,20170801,精彩点,07月17日 乐高城市组(高清),2017-08-01 13:20:09,2017-08-01 13:37:49,10696,乐高城市组,5.0,美国,国语,5,动画 / 剧情
11250,20170801,精彩点,我的前半生(05)(高清),2017-08-01 13:21:55,2017-08-01 13:55:08,11292,我的前半生,33.21666666666667,大陆,国语,45,剧情 / 家庭
10313,20170801,精彩点,绝密543(05)(高清),2017-08-01 13:22:44,2017-08-01 13:29:40,10076,绝密543,6.933333333333334,大陆,国语,45,剧情
10502,20170801,动漫剧场,小马宝莉中文版(01)(高清),2017-08-01 13:25:20,2017-08-01 13:32:27,10207,小马宝莉中文版,7.116666666666666,美国 / 加拿大,英语,20,喜剧 / 动画 / 冒险
10290,20170801,精彩点,超时空男臣(05),2017-08-01 13:29:47,2017-08-01 14:09:56,11087,超时空男臣,40.15,香港,粤语,45,喜剧
10313,20170801,精彩点,绝密543(06)(高清),2017-08-01 13:29:51,2017-08-01 15:25:34,10076,绝密543,45.0,大陆,国语,45,剧情
10792,20170801,精彩点,反恐特战队之猎影(01)(高清),2017-08-01 13:33:50,2017-08-01 14:32:20,10827,反恐特战队之猎影,45.0,大陆,国语,45,剧情
10013,20170801,精彩点,07月01日 贝肯熊(高清),2017-08-01 13:36:36,2017-08-01 14:01:31,11075,贝肯熊,3.0,韩国 / 法国 / 西班牙,国语,3,喜剧 / 动画
10540,20170801,精彩点,流氓皇帝(05),2017-08-01 13:37:06,2017-08-01 15:17:52,10939,流氓皇帝,40.0,香港,粤语,40,剧情
11219,20170801,动漫剧场,辛普森一家 第28季(01)(高清),2017-08-01 13:37:32,2017-08-01 13:58:35,10936,辛普森一家 第28季,21.05,美国,英语,30,喜剧 / 动画
10992,20170801,精彩点,火星情报局 第二季(01)(高清),2017-08-01 13:37:40,2017-08-01 14:00:09,10204,火星情报局 第二季,22.48333333333333,大陆,国语,55,脱口秀
10779,20170801,精彩点,07月17日 乐高城市组(高清),2017-08-01 13:37:47,2017-08-01 14:01:54,10696,乐高城市组,5.0,美国,国语,5,动画 / 剧情
