设备号,节目,类型,完整度,调整系数,喜爱度,观看次数
10255,醉玲珑,剧情 / 爱情 / 古装,0.7147222222222223,1.0013781798868149,1.0054,36
10411,外来媳妇本地郎,喜剧,0.9956293706293706,1.0,0.4194,13
10109,死海,科幻 / 悬疑 / 冒险,0.9237037037037038,1.8247667825132614,0.4267,1
11265,尼斯湖水怪,喜剧 / 动画 / 短片,1.0,1.0,0.2532,2
11265,黑夜传说4,动作 / 惊悚 / 奇幻,0.6285984848484849,0.8357043938058667,0.133,2
10725,十字路口,短片,0.28277777777777774,0.355659812337792,0.0255,2
10487,快乐大本营,脱口秀,0.7409722222222223,1.1132876053402245,0.2687,4
11098,醉玲珑,剧情 / 爱情 / 古装,0.606155810983397,0.849268686292007,0.3207,29
11265,魔力女战士,动作 / 科幻 / 冒险,0.3051971326164874,0.5819569427041804,0.045,2
10411,霍比特人,动画 / 家庭 / 奇幻,1.0,1.4458464773922186,0.366,2
11220,死海,科幻 / 悬疑 / 冒险,0.6688888888888889,1.321382842509603,0.2238,1
10442,轩辕剑之天之痕,动作 / 爱情 / 奇幻 / 古装,0.6087654320987654,1.502661790862843,0.2589,3
11265,生化危机1,动作 / 科幻 / 恐怖,0.133,0.2866997197671912,0.0097,2
11274,赌城群英会,剧情 / 动作 / 爱情 / 悬疑 / 犯罪,0.7087499999999999,0.8747755758862713,0.1576,3
10013,大军师司马懿之军师联盟,剧情 / 爱情 / 战争 / 古装,0.8901358024691358,1.139951790803195,0.3421,30
10664,我的前半生,剧情 / 家庭,0.8205050505050504,1.0380667300589013,0.2177,11
10106,大军师司马懿之军师联盟,剧情 / 爱情 / 战争 / 古装,0.9163768115942031,1.173557320725289,0.2802,23
10421,极限挑战 第三季,真人秀,0.6857407407407408,1.0405192761605035,0.234,3
11220,最新命令,恐怖 / 剧情,0.43083333333333335,1.0,0.1091,2
11098,欢乐颂2,剧情 / 爱情,0.7549382716049382,0.9835210536232083,1.1196,3
11146,极限挑战 第三季,真人秀,0.6197530864197531,0.9403918923981863,0.2998,3
10547,我的前半生,剧情 / 家庭,0.7323765432098766,0.9265704372127305,0.1748,12
10298,极限挑战之皇家宝藏,喜剧 / 悬疑,0.5080858085808582,0.9501522383146809,0.1238,2
10356,中国新歌声 第二季,音乐 / 真人秀,0.433,0.7071904183592275,0.0785,1
11146,中国新歌声 第二季,音乐 / 真人秀,1.0,1.6332342225386316,0.4188,1
10291,斗牛,剧情 / 喜剧,0.24250764525993881,0.5517289361998191,0.0343,1
10457,一拳超人,剧情 / 动作 / 动画 / 奇幻,0.9590277777777779,1.181679424620153,0.2906,1
10298,环太平洋,动作 / 科幻 / 冒险,0.6204834605597964,1.036006372809347,0.1648,2
10540,假装情侣,喜剧 / 爱情,0.35053763440860214,0.8719815736681774,0.0784,1
11321,猫狗大战2,纪录片,0.6714285714285714,0.7540106951871658,0.1298,1
10072,无人区,剧情 / 犯罪 / 西部,0.3715099715099715,0.5547755796639015,0.0528,2
10393,极限挑战 第三季,真人秀,0.43160493827160495,0.6549024015585776,0.0725,3
10992,流氓皇帝,剧情,0.6714583333333334,0.7428473381751877,0.1279,2
11284,赌城群英会,剧情 / 动作 / 爱情 / 悬疑 / 犯罪,0.7047916666666667,0.8698899980080116,0.1572,2
11098,不期而遇,喜剧 / 爱情,0.2281914893617021,0.4889198429783461,0.0286,2
10146,名侦探柯南,动画 / 悬疑,1.0,1.2303868261612554,0.3155,1
10045,破冰船,剧情 / 科幻,0.2068518518518519,0.38404287592274244,0.0204,2
10746,醉玲珑,剧情 / 爱情 / 古装,0.8271604938271605,1.1589124334312149,0.2513,6
10992,太行英雄传,剧情 / 战争,0.15203703703703703,0.21182562572252592,0.0083,4
10684,木星上行,动作 / 科幻 / 冒险,0.3748015873015873,0.9614862572107228,0.0924,2
10055,我的前半生,剧情 / 家庭,0.7874291938997822,0.9962206179734319,0.2224,17
11145,射雕英雄传,剧情 / 武侠 / 古装,0.17407407407407405,0.22793943695292182,0.0102,2
11145,超能老豆,剧情 / 家庭,0.9972868217054264,1.4268022181146025,0.3649,1
10313,中国新歌声 第二季,音乐 / 真人秀,0.782625,1.2782099334142967,0.6398,8
10055,人民的名义,剧情 / 悬疑 / 犯罪,0.7667811447811448,1.053842393586097,0.2963,45
10549,我的前半生,剧情 / 家庭,0.6477777777777779,0.8195398177850219,0.1739,6
10729,长城,纪录片,1.0,1.0108209680554654,0.2592,1
11220,木星上行,动作 / 科幻 / 冒险,0.6845238095238095,1.7560230743128604,0.3082,1
10150,中国新歌声 第二季,音乐 / 真人秀,0.8478333333333333,1.384710415009003,0.301,1
11284,七月与安生,剧情 / 爱情,1.0,1.0,0.2564,2
10079,驴得水,剧情 / 喜剧,0.1436936936936937,0.4932989690721649,0.0182,1
10202,老友记 第一季,喜剧 / 爱情,1.0,1.3043478260869563,0.3344,1
11265,伪装者,剧情 / 科幻 / 悬疑 / 惊悚,0.6266666666666667,0.8650388646412241,0.139,7
10729,深夜食堂,剧情,0.2248148148148149,0.3451029309437743,0.0199,1
11220,中国新歌声 第二季,音乐 / 真人秀,0.64225,1.048944679425436,0.343,4
10283,醉玲珑,剧情 / 爱情 / 古装,0.6320370370370371,0.8855301795449408,0.1502,4
11001,熊出没之冬日乐翻天,喜剧 / 动画,1.0,1.0113909179138787,0.2593,2
10313,奔跑吧,剧情 / 喜剧 / 战争,0.845878136200717,1.4020727440755163,0.3041,1
11284,贫民窟的百万富翁,剧情 / 爱情,0.47847222222222213,0.99681712962963,0.1223,1
11258,超级飞侠二,动画,1.0,1.0239262891960175,0.2625,2
10572,尼斯湖水怪,喜剧 / 动画 / 短片,1.0,1.0,0.2564,1
10208,中国新歌声 第二季,音乐 / 真人秀,0.4901666666666666,0.8005569747476858,0.1006,2
10442,伪装者,剧情 / 科幻 / 悬疑 / 惊悚,0.7353664302600472,1.0150859711607783,0.2728,47
10526,越光宝盒,喜剧 / 奇幻,0.17616279069767443,0.4509152239694429,0.0204,2
10546,新葫芦兄弟,动画 / 儿童,1.0,1.0570236439499303,0.2759,3
11001,小公主苏菲亚,动画 / 家庭 / 儿童 / 奇幻,0.6136111111111111,0.769652889682505,0.1211,4
10349,熊熊乐园,动画 / 儿童 / 冒险,0.9811229000884174,1.0596229207774215,0.2991,29
10526,厨子戏子痞子,喜剧 / 动作,0.1631172839506173,0.33610090446579993,0.0141,2
10501,猪猪侠超星萌宠二,动画 / 儿童 / 冒险,0.843131313131313,0.9616422754593515,2.5665,22
10036,中国新歌声 第二季,音乐 / 真人秀,0.6072619047619048,0.9918009249011382,0.1928,7
10396,醉玲珑,剧情 / 爱情 / 古装,0.5607407407407407,0.7856388466633698,0.1545,9
10001,奔跑吧,剧情 / 喜剧 / 战争,0.921505376344086,1.5274275529737933,0.3609,1
10797,反恐特战队之猎影,剧情,0.16,0.20526421123284053,0.0084,1
11001,破冰船,剧情 / 科幻,1.0,1.8566083527151378,0.4761,2
10224,爱情公寓三,喜剧 / 爱情,0.31845410628019327,0.8490999566221334,0.0704,3
11300,越光宝盒,喜剧 / 奇幻,0.30949612403100774,0.7922019941465349,0.0629,4
10779,中国新歌声 第二季,音乐 / 真人秀,0.6619999999999999,1.081201055320574,0.4123,17
10413,我的前半生,剧情 / 家庭,0.7243664717348927,0.916436448764449,0.1722,19
10553,醉玲珑,剧情 / 爱情 / 古装,0.7659060846560849,1.0730905198840763,0.4805,56
10781,极限挑战 第三季,真人秀,0.4998148148148148,0.7584017084410474,0.2168,4
10119,我们的少年时代,剧情 / 运动,0.69017316017316,1.022542513295148,0.1863,14
10553,中国新歌声 第二季,音乐 / 真人秀,1.0,1.6332342225386316,0.4686,2
10001,樱之味,纪录片,1.0,1.2193286165888906,0.3126,2
10468,大军师司马懿之军师联盟,剧情 / 爱情 / 战争 / 古装,0.7163756613756613,0.9174259880433517,0.3154,28
11001,熊出没之春日对对碰,喜剧 / 动画 / 儿童 / 冒险,1.0,1.0076095512988716,0.2584,2
11001,木星上行,动作 / 科幻 / 冒险,0.28531746031746036,0.7319307770614184,0.0542,1
10329,醉玲珑,剧情 / 爱情 / 古装,0.15,0.21016098606252628,0.0085,3
10396,密战,剧情 / 动作 / 战争,0.2335,0.4708798537953345,0.0286,1
10540,万象,剧情,1.0,1.0439321444106133,1.31,4
10150,快乐大本营,脱口秀,0.28296296296296297,0.42514300804995014,0.0312,2
10150,开心剧乐部,喜剧 / 真人秀,1.0,1.2938726948245094,0.3361,1
10290,小公主苏菲亚,动画 / 家庭 / 儿童 / 奇幻,0.8853472222222222,1.1104917033230262,0.2842,16
11258,果宝特攻2,动画,1.0,1.1422355180853958,0.2967,1
11141,白鹿原,剧情 / 历史,0.7681320450885668,1.0021717296486998,0.2082,46
10255,特种神枪手,动作,0.5928703703703704,0.9220379010425667,0.142,4
10010,我的前半生,剧情 / 家庭,0.8193265993265993,1.0365758057061554,0.2239,11
11107,蜘蛛侠1,动作 / 科幻 / 冒险,0.9235537190082644,2.2584375631554128,0.5418,1
11258,神兽金刚,动画,1.0,1.0602579961123872,0.2754,1
10413,超级飞侠二,动画,0.9479487179487179,0.9706296131173531,1.5802,5
10442,琅琊榜,剧情 / 古装,0.7761787184009407,1.002010973537597,0.2078,63
11258,巴啦啦之飞越彩灵堡,动画 / 儿童 / 冒险,1.0,1.3771230647247839,0.3577,3
10013,贝肯熊,喜剧 / 动画,1.0,1.0,0.4661,223
10684,穿越时空的少女,剧情 / 爱情 / 科幻 / 动画,0.21598639455782317,0.45249406175771983,0.0254,2
10550,反恐特战队之猎影,剧情,0.6218055555555556,0.7977151681331832,0.1403,8
11001,新大头儿子和小头爸爸,动画,1.0,1.0318142734307825,0.268,1
10321,决战江桥,剧情,0.8829629629629628,1.2113376186103453,0.2778,1
10202,中国新歌声 第二季,音乐 / 真人秀,0.70042,1.1439499141505083,1.6488,25
11220,机械师2,剧情 / 悬疑 / 惊悚,0.9158415841584159,1.5476314963923457,0.3682,1
10343,我的前半生,剧情 / 家庭,0.9874074074074074,1.2492242162463514,0.3204,2
11240,我的前半生,剧情 / 家庭,0.9759259259259261,1.2346983532667428,0.313,2
10746,白鹿原,剧情 / 历史,0.6822349936143038,0.8901029815758867,0.1609,29
11001,小公主苏菲亚2,动画 / 家庭 / 儿童 / 奇幻,1.0,1.3376534585773308,0.3474,1
11258,乐高城市组,动画 / 剧情,1.0,1.0004499378027156,0.2616,2
10255,天空之眼,剧情 / 战争,1.0,1.6246349880541546,0.422,1
10545,蝙蝠侠,动作 / 科幻,0.30638888888888893,0.8394216133942163,0.0668,1
10718,我们家的微幸福生活,剧情 / 家庭,0.5504166666666668,0.9514353328531742,0.136,1
10106,醉玲珑,剧情 / 爱情 / 古装,0.16629629629629628,0.2329932907211711,0.0101,1
10119,极限挑战 第三季,真人秀,0.7999999999999999,1.2138923232550296,0.2849,3
10150,音悦V榜特别企划,音乐,0.2816666666666666,0.8521008403361345,0.0623,1
10546,猪猪侠之五灵守卫者,动画 / 儿童 / 冒险,0.8640740740740741,0.8998601803191748,0.2616,3
11098,反恐特战队之猎影,剧情,0.9792592592592594,1.2562929965269223,0.3195,1
10550,十字路口,短片,1.0,1.2577360750648834,0.3267,2
10703,燃烧的蔬菜,动画,0.88125,1.0543369890329015,0.3805,4
11240,极限挑战 第三季,真人秀,0.6532098765432098,0.9911580682627101,0.1711,3
10662,我的前半生,剧情 / 家庭,0.8400888888888888,1.0628433369312167,0.2428,25
10202,开心剧乐部,喜剧 / 真人秀,1.0,1.2938726948245094,0.3361,1
10501,喜羊羊之深海历险记,动画 / 儿童 / 奇幻,0.6707407407407407,0.8082415947634634,0.4082,3
10703,阿优,动画,1.0,1.005586592178771,0.2612,2
10255,龙珠传奇,剧情 / 爱情 / 古装,0.8433333333333334,1.1566861618618776,0.2534,1
10546,疯狂小糖,动画,1.0,1.0303233372424192,0.4368,2
11133,我们的少年时代,剧情 / 运动,0.4307575757575757,0.6381991644322504,0.0714,2
11098,机械师2,剧情 / 悬疑 / 惊悚,0.982838283828383,1.6608456202725785,0.424,1
10255,轩辕剑之天之痕,动作 / 爱情 / 奇幻 / 古装,0.2425925925925926,0.5988096570767565,0.0377,3
11147,决战江桥,剧情,0.7699189814814815,1.056252486991123,0.2206,32
10393,衣着拯救,生活,0.6875,1.4252807371148863,0.2545,2
10112,琅琊榜,剧情 / 古装,0.17185185185185184,0.22185282499508463,0.0099,1
10112,反恐特战队之猎影,剧情,0.6935802469135804,0.8897950144337177,0.1617,3
10540,越狱 第一季,剧情 / 动作 / 惊悚 / 犯罪,0.5505952380952381,0.6540730828302489,0.0935,2
10545,乐高,喜剧 / 动画 / 冒险,0.16699999999999998,0.2914746028194226,0.0126,1
10424,林海雪原,动作 / 战争,0.26989655172413796,0.8912629946877463,0.0823,25
11232,旅途的花样,真人秀,0.8910185185185185,1.7085344607565716,0.469,4
10412,机动战士钢弹UC,科幻 / 动画,0.1519774011299435,0.26111072592387163,0.0104,2
10412,神枪手,剧情,1.0,1.2069399044505909,0.3176,1
11168,旅途的花样,真人秀,0.4014197530864198,0.7697252830579505,0.0813,3
10687,猪猪侠之五灵守卫者,动画 / 儿童 / 冒险,1.0,1.04141555373415,0.2741,1
10290,夏有乔木，雅望天堂,爱情,0.9440860215053763,1.5070805321127163,0.3744,2
11107,蜘蛛侠2,动作 / 科幻 / 冒险,0.8053805774278213,1.6587383101789281,0.3516,1
10538,我的前半生,剧情 / 家庭,0.6925925925925926,0.8762375410280109,0.1597,3
10501,乐高城市组,动画 / 剧情,0.9929166666666667,0.9933634174099464,0.5157,8
10501,小公主苏菲亚2,动画 / 家庭 / 儿童 / 奇幻,0.5886419753086419,0.7873989741353966,0.415,9
10290,挑战者联盟 第三季,真人秀,0.2965740740740741,0.553590358114025,0.046,2
10489,老爸当家,喜剧,0.8085537918871252,0.9839329788375647,0.2273,27
10401,踩过界,剧情 / 喜剧 / 冒险,0.36468211206896545,1.0073867587244836,0.2308,16
10480,新侠客行,剧情 / 武侠,0.7756084656084656,1.0915166209820413,0.2243,7
10550,神奇阿呦,动画,0.887638888888889,1.001162790697674,0.367,20
11184,反恐特战队之猎影,剧情,0.7988761174968071,1.024879225817101,0.3197,58
11147,极限挑战 第二季,真人秀,0.9153030303030303,1.6707425410660413,0.4024,2
10751,醉玲珑,剧情 / 爱情 / 古装,0.36666666666666664,0.5137268548195087,0.0496,1
11168,一站到底,真人秀,0.8092857142857143,1.063017982799062,0.2264,1
11002,攻壳机动队2,动作 / 科幻 / 动画 / 惊悚 / 犯罪,0.3493333333333333,0.500068166325835,0.046,2
11115,林海雪原,动作 / 战争,0.28136973180076624,0.9291501806053313,0.0759,9
11284,黑子的篮球,剧情 / 动画 / 运动,1.0,1.1130742049469964,0.2929,1
10781,十万个冷笑话 第三季,喜剧 / 动画 / 奇幻,0.9047619047619049,1.025179856115108,0.2441,2
10478,龙珠Z,喜剧 / 动作 / 动画 / 惊悚 / 奇幻 / 冒险,1.0,1.1313017040231916,0.2977,1
11218,奔跑吧,剧情 / 喜剧 / 战争,0.989605734767025,1.6403062908442794,0.4272,1
10359,熊出没之春日对对碰,喜剧 / 动画 / 儿童 / 冒险,1.0,1.0076095512988716,0.337,4
10160,了不起的孩子 第二季,儿童,0.25041666666666673,0.3353237256345119,0.0221,1
10975,特种神枪手,动作,0.8435185185185186,1.3118483958297333,0.2912,1
10684,极限挑战 第二季,真人秀,0.6262121212121212,1.1430522963459604,0.1884,2
10663,汪汪队立大功,动作 / 动画 / 儿童 / 冒险,1.0,1.108606302154689,0.302,2
11234,楚乔传,剧情 / 爱情 / 古装,0.8295555555555556,1.268843907418875,0.277,5
10160,神偷奶爸,剧情 / 喜剧 / 动作 / 惊悚 / 家庭,0.8080701754385965,1.3104358477891491,0.2787,1
11218,快乐大本营,脱口秀,0.36611111111111116,0.5500705019075599,0.053,1
11098,神枪手,剧情,0.771388888888889,0.931020031849803,0.1912,3
10162,风之谷,科幻 / 动画 / 奇幻 / 冒险,0.2415954415954416,0.36595891593302265,0.0233,1
10729,神偷奶爸2,剧情 / 喜剧 / 动作 / 惊悚 / 家庭,0.117719298245614,0.19769454572238787,0.0061,1
10605,红色警戒,剧情 / 悬疑 / 犯罪,0.22847222222222216,1.0,0.0601,3
10425,乐高城市组,动画 / 剧情,1.0,1.0004499378027156,0.4275,15
10280,叶问2,剧情 / 动作 / 传记 / 历史,0.687883597883598,1.0,0.1992,3
10162,极限挑战 第二季,真人秀,0.5612878787878788,1.0245432450553134,0.1562,2
10555,熊出没之春日对对碰,喜剧 / 动画 / 儿童 / 冒险,1.0,1.0076095512988716,0.2652,1
10774,中国新歌声 第二季,音乐 / 真人秀,0.6949722222222222,1.1350524170470562,0.6142,12
10729,小公主苏菲亚,动画 / 家庭 / 儿童 / 奇幻,0.8225925925925927,1.0317785230027727,1.234,6
10656,琅琊榜,剧情 / 古装,0.7185185185185186,0.9275743114018626,0.243,15
10797,我的前半生,剧情 / 家庭,0.4004062126642772,0.5065762454720157,0.065,31
10160,神偷奶爸2,剧情 / 喜剧 / 动作 / 惊悚 / 家庭,0.39649122807017534,0.6658564431186238,0.0695,1
10737,我想和你唱 第二季,音乐 / 真人秀,0.6585185185185186,1.1773469962090488,0.204,1
10267,中国新歌声 第二季,音乐 / 真人秀,0.8788333333333334,1.4353406759077008,0.3991,2
10191,开心剧乐部,喜剧 / 真人秀,1.0,1.2938726948245094,0.3405,1
10555,赌城群英会,剧情 / 动作 / 爱情 / 悬疑 / 犯罪,0.9830208333333333,1.2132946957141006,0.3681,4
11217,大军师司马懿之军师联盟,剧情 / 爱情 / 战争 / 古装,0.8322880658436216,1.0658691274868264,0.2569,45
10411,都市笑口组,喜剧,0.9122222222222223,1.006391734524122,0.2421,6
10413,贝肯熊,喜剧 / 动画,1.0,1.0,0.4102,3
10255,冰河世纪2,喜剧 / 动画 / 冒险,0.10534979423868313,0.256139712570493,0.0071,1
10797,我想和你唱 第二季,音乐 / 真人秀,0.155,0.2771202013011737,0.0113,1
11066,机械师2,剧情 / 悬疑 / 惊悚,0.3837953795379538,0.6485551953710482,0.0661,5
11291,初代吸血鬼 第一季,剧情 / 悬疑 / 恐怖 / 奇幻,0.7463888888888889,1.430015965939329,0.2809,1
10279,我的前半生,剧情 / 家庭,0.9014814814814816,1.1405145320118601,0.2742,1
10759,新葫芦兄弟,动画 / 儿童,0.8716666666666667,0.9213722763096893,0.2113,1
11232,中国新歌声 第二季,音乐 / 真人秀,0.8511904761904762,1.3901934156132398,0.3681,7
10759,京剧猫,动画 / 儿童 / 奇幻 / 冒险,1.0,1.0751554759144093,0.2829,1
10759,果宝特攻2,动画,1.0,1.1422355180853958,0.3046,1
11232,了不起的孩子 第二季,儿童,0.6608333333333333,0.8848975521736034,0.1684,4
10540,怪兽大学,喜剧 / 动画 / 冒险,0.9064102564102565,1.6239077245718279,0.3925,1
10751,我的一九九七,剧情,0.7670370370370372,1.042587250410091,0.2133,1
11134,我的前半生,剧情 / 家庭,0.19074074074074077,0.24131675595156452,0.0123,1
10687,冰雪奇缘,喜剧 / 动画 / 歌舞 / 奇幻,0.8615779645191409,1.2111566858080396,0.3314,7
10160,择天记,剧情 / 奇幻 / 古装,0.40429629629629626,0.6525738495327954,0.0704,5
10276,步步惊心,剧情 / 爱情,0.15697278911564627,0.20302670362060626,0.0085,2
10684,黑子的篮球,剧情 / 动画 / 运动,1.0,1.1130742049469964,0.2968,3
10413,猪猪侠之光明守卫者,动画 / 儿童 / 冒险,1.0,1.0844142036997662,0.2892,1
10558,疯狂小糖,动画,1.0,1.0303233372424192,0.2912,2
10489,新大头儿子和小头爸爸,动画,1.0,1.0318142734307825,0.2752,1
10489,贝肯熊,喜剧 / 动画,1.0,1.0,0.2667,1
10058,灭门,动作 / 惊悚,0.9700000000000001,1.6556866502964604,0.4283,1
10751,择天记,剧情 / 奇幻 / 古装,0.7131649831649831,1.1511181840629385,0.221,11
10502,查理和巧克力工厂,喜剧 / 家庭 / 奇幻 / 冒险,0.49012882447665057,0.8408475606387094,0.1148,9
10255,致命猎物,动作,0.44972222222222236,1.2704017576898934,0.1524,3
11284,驯龙高手2,喜剧 / 动画 / 家庭 / 奇幻 / 冒险,0.28198529411764706,0.6237400104413479,0.0708,4
10684,哆啦A梦,喜剧 / 科幻 / 动画 / 家庭 / 奇幻,0.9278582930756843,0.9671030547163479,0.4287,9
10553,非诚勿扰,喜剧 / 爱情,0.48381410256410257,0.9548962550607287,0.3615,4
11147,快乐大本营,脱口秀,0.7675462962962962,1.1532143210831356,0.5394,4
11232,超时空男臣,喜剧,0.8863991769547326,1.213602902662285,0.329,18
10359,极限挑战 第三季,真人秀,0.38117283950617287,0.5783784796373307,0.1745,6
10547,自然,纪录片 / 家庭,0.4502222222222222,0.6742780607585689,1.0352,5
10242,超时空男臣,喜剧,0.11666666666666667,0.15973278066099855,0.005,1
10013,熊出没之春日对对碰,喜剧 / 动画 / 儿童 / 冒险,1.0,1.0076095512988716,0.2857,9
10502,别惹蚂蚁,喜剧 / 动画 / 家庭 / 奇幻 / 冒险,0.44375000000000003,0.8165795369678868,0.0976,3
11002,勇者传说,动画,1.0,1.0,0.2667,3
10184,C罗纳尔多 世界在他脚下,纪录片 / 运动,1.0,1.3886117872391366,0.3703,1
10502,汽车总动员,喜剧 / 动画 / 冒险,0.5479901960784315,1.0,0.1483,4
10272,极限挑战 第一季,真人秀,0.4265151515151514,0.8115432294519562,0.0923,1
10480,猜拳,悬疑 / 战争,0.8716460905349793,1.2770589946020328,0.303,9
10546,极限挑战 第三季,真人秀,0.5892592592592593,0.8941216140271999,0.4471,2
10684,怪兽电力公司,动画,0.3706439393939394,0.5915529659471124,0.0585,2
10502,猫和老鼠,喜剧 / 动画 / 家庭,0.6959523809523809,1.5814750376609876,0.2979,7
10553,复合大师,喜剧 / 爱情,0.9755555555555555,1.269020234946799,0.3301,1
10684,神偷奶爸,剧情 / 喜剧 / 动作 / 惊悚 / 家庭,0.3920175438596491,0.6357292448729599,0.0675,4
11096,阿爷厨房2,真人秀,0.7539682539682541,0.8188400245173155,0.2799,3
11258,贝肯熊,喜剧 / 动画,1.0,1.0,0.2667,1
10553,我的前半生,剧情 / 家庭,0.600462962962963,0.7596792050222795,0.1216,4
11166,中国新歌声 第二季,音乐 / 真人秀,0.6183333333333334,1.0098831609363872,0.4989,2
10558,乐高城市组,动画 / 剧情,1.0,1.0004499378027156,0.2668,2
10413,怪兽大学,喜剧 / 动画 / 冒险,0.8799679487179488,1.576534178858541,0.3699,2
10684,驯龙高手2,喜剧 / 动画 / 家庭 / 奇幻 / 冒险,0.24738562091503272,0.5472069394803423,0.0444,8
11258,奇异博士,动作 / 奇幻 / 冒险,0.4310144927536232,0.9322712101934318,0.1072,1
10202,速度与激情6,动作 / 犯罪,0.38037383177570094,0.5880187819266954,0.0596,2
10684,阿童木,科幻 / 动画 / 家庭 / 奇幻 / 冒险,1.0,1.4766201804758,0.3938,2
10408,超级飞侠二,动画,1.0,1.0239262891960175,0.273,1
10302,奇异博士,动作 / 奇幻 / 冒险,0.5455072463768116,1.1799155464586675,0.1716,2
10001,超时空男臣,喜剧,0.7543703703703706,1.0328372306359426,0.219,5
10202,爆裂飞车二,动画,0.9375603864734301,0.9872600505707915,0.4847,24
11265,搭便车,短片,1.0,1.0,0.2667,2
10788,摔跤吧！爸爸,剧情 / 家庭 / 传记 / 运动,0.1927536231884058,0.38579346305920553,0.0198,3
10774,灭门,动作 / 惊悚,0.9385964912280704,1.6020842067437266,0.401,1
10302,攻壳机动队2,动作 / 科幻 / 动画 / 惊悚 / 犯罪,0.8448333333333335,1.2093728698023178,0.2805,8
10781,奇异博士,动作 / 奇幻 / 冒险,0.6708695652173914,1.451070420976932,0.2596,1
10396,极限挑战 第三季,真人秀,0.3625,0.5500449589749352,0.0606,2
10759,半斤八两,动画,1.0,1.090717484851146,0.2909,1
11044,我的前半生,剧情 / 家庭,0.8616621499548329,1.0901368734641692,0.2754,41
11066,反恐特战队之猎影,剧情,0.544074074074074,0.6979933479190803,0.1026,1
11098,灭门,动作 / 惊悚,0.34023391812865494,0.580743047653271,0.0534,3
11066,大军师司马懿之军师联盟,剧情 / 爱情 / 战争 / 古装,0.9421296296296295,1.2065376490710091,0.3072,4
10359,了不起的孩子 第二季,儿童,0.8366666666666667,1.1203494859801992,0.4257,4
10302,木星上行,动作 / 科幻 / 冒险,0.3364197530864197,0.8630245447347584,0.0813,3
10684,哈尔的移动城堡,爱情 / 动画 / 冒险,0.750140056022409,1.0758140469123127,0.2314,4
10558,巨神战击队第三季,动作,0.3995833333333333,0.5972951330189517,0.0645,1
10546,冰雪奇缘,喜剧 / 动画 / 歌舞 / 奇幻,0.542483660130719,0.76259228876128,0.1118,2
10393,有楼万事足,真人秀,0.8748989898989898,1.0,0.2607,15
10558,汪汪队立大功,动作 / 动画 / 儿童 / 冒险,1.0,1.108606302154689,0.2996,1
10359,年代秀,脱口秀,0.36518518518518517,0.601970306646316,0.0594,1
10992,反恐特战队之猎影,剧情,0.5687698412698413,0.7296755802580117,0.1334,28
10684,唐人街探案,喜剧 / 动作 / 悬疑,0.5712962962962963,0.8880466332429773,0.1377,4
10788,蓝精灵,喜剧 / 动画 / 奇幻,0.4436893203883496,0.8357845004953138,0.1206,3
10272,天天向上,脱口秀,0.2146296296296297,0.30726405090137865,0.0178,1
10272,旅途的花样,真人秀,0.3788888888888889,0.7265221878224973,0.0744,2
10502,怪物史莱克2,喜剧 / 动画 / 短片 / 家庭 / 奇幻,0.3763888888888889,0.5469223007063573,0.0556,1
10992,冰河世纪3,喜剧 / 动画 / 冒险,0.9574468085106383,2.19747697088528,0.5686,2
10272,车游印度,生活,1.0,1.0105871029836382,0.2731,1
10032,轻睐演唱会,音乐,0.47611111111111115,0.8603265961718647,0.1107,1
10546,蜡笔小新,喜剧 / 动画 / 家庭,0.2020833333333333,0.24016506189821182,0.0131,2
10992,警察故事,喜剧 / 动作 / 惊悚 / 犯罪,0.7516501650165017,1.2927910226181119,0.2626,4
10013,熊出没之秋日团团转,喜剧 / 动画,1.0,1.0245183887915936,0.3135,3
10191,爱情保卫战,真人秀,1.0,1.2112783472779884,0.3274,1
10160,阿凡达,动作 / 科幻 / 战争 / 冒险,0.14012345679012345,0.4573657427737452,0.0173,1
10413,新葫芦兄弟,动画 / 儿童,1.0,1.0570236439499303,0.2857,2
10421,心理追凶,剧情 / 悬疑 / 惊悚 / 犯罪,0.38016795865633074,0.7396679578148746,0.076,3
10191,金星秀,脱口秀,0.6710353535353536,0.9664479568839032,0.3089,11
11284,勇者传说,动画,1.0,1.0,0.2703,2
11002,钢铁侠3,动作 / 科幻,0.5662935323383086,1.5534389127406107,0.2378,2
10746,超时空男臣,喜剧,0.9683333333333333,1.325782079486288,0.347,2
10413,踩过界,剧情 / 喜剧 / 冒险,0.3771372126436781,1.041792349188911,0.1942,24
10992,龙珠Z,喜剧 / 动作 / 动画 / 惊悚 / 奇幻 / 冒险,1.0,1.1313017040231916,0.3058,2
11117,老友记 第一季,喜剧 / 爱情,0.9306818181818182,1.2139328063241104,0.3053,2
10546,阿爷厨房2,真人秀,0.29523809523809524,0.3206405148636225,0.0256,1
10992,中国新歌声 第二季,音乐 / 真人秀,1.0,1.6332342225386316,0.4414,1
10334,老广的味道,纪录片,1.0,1.1571103291244051,0.3127,1
10308,极限挑战 第三季,真人秀,0.8243981481481482,1.2509132291783742,0.6353,8
10123,我的前半生,剧情 / 家庭,0.4361728395061728,0.5518266011500824,0.0653,3
10290,怪兽电力公司,动画,0.6562710437710436,1.047417861581028,0.2663,18
10236,超时空男臣,喜剧,0.7734006734006734,1.0588923439489573,0.2759,22
11232,2017出彩中国人,真人秀,0.4383333333333334,0.6901075833114669,0.0818,1
